outcome_d,intervention,fightcaphigh,mi_fightcap,troops2rebs,coup,land,lngdp,lnyears,postCW,outcome_dy,exgov_combat,strongrebs_dy,mi_strongrebs_dy,exreb_combat,coup_dy,land,lngdp,lnyears,postCW,dyad_id,year,conflictid,Government,Opposition
2,0,0,0,0,0,1,8.103049,1.386294,1,0,0,0,0,0,0,1,8.103049,1.386294,1,361,1994,193,"Azerbaijan","Republic of Nagorno-Karabakh"
0,0,1,0,0,0,1,,2.70805,1,2,0,1,0,1,0,1,,2.70805,1,361,2005,193,"Azerbaijan","Republic of Nagorno-Karabakh"
1,0,1,0,0,1,0,8.103049,0,1,1,0,1,0,0,1,0,8.103049,0,1,362,1993,201,"Azerbaijan","Military faction (forces of Suret Husseinov)"
,,0,,,,0,8.182715,0,1,0,0,0,0,0,0,0,8.182715,0,1,363,1999,221,"Uzbekistan","IMU"
0,0,0,0,0,0,0,8.172797,.6931472,1,2,1,0,0,0,0,0,8.172797,.6931472,1,363,2000,221,"Uzbekistan","IMU"
,,0,,,,0,7.492537,0,0,0,,0,0,,0,0,7.492537,0,0,364,1967,103,"Cambodia","KR"
,,0,,,,0,7.52346,.6931472,0,0,,0,0,,0,0,7.52346,.6931472,0,364,1968,103,"Cambodia","KR"
,,0,,,,0,7.57928,1.098612,0,0,,0,0,,0,0,7.57928,1.098612,0,364,1969,103,"Cambodia","KR"
,1,0,0,1,0,0,7.574025,1.386294,0,0,,0,0,,0,0,7.574025,1.386294,0,364,1970,103,"Cambodia","KR"
,,0,,,,0,7.547971,1.609438,0,0,,0,0,,0,0,7.547971,1.609438,0,364,1971,103,"Cambodia","KR"
,,0,,,,0,7.549188,1.791759,0,0,,0,0,,0,0,7.549188,1.791759,0,364,1972,103,"Cambodia","KR"
,,0,,,,0,7.570938,1.94591,0,0,,0,0,,0,0,7.570938,1.94591,0,364,1973,103,"Cambodia","KR"
,,0,,,,0,7.605775,2.079442,0,0,,0,0,,0,0,7.605775,2.079442,0,364,1974,103,"Cambodia","KR"
1,1,0,0,1,0,0,7.596221,2.197225,0,1,0,0,0,1,0,0,7.596221,2.197225,0,364,1975,103,"Cambodia","KR"
,,0,,,,0,7.865882,0,0,0,1,0,0,0,0,0,7.865882,0,0,364,1979,103,"Cambodia","KR"
,,0,,,,0,7.770713,.6931472,0,0,1,0,0,0,0,0,7.770713,.6931472,0,364,1980,103,"Cambodia","KR"
,,0,,,,0,8.164069,1.098612,0,0,1,0,0,0,0,0,8.164069,1.098612,0,364,1981,103,"Cambodia","KR"
,,0,,,,0,8.172678,1.386294,0,0,1,0,0,0,0,0,8.172678,1.386294,0,364,1982,103,"Cambodia","KR"
,,0,,,,0,8.042292,1.609438,0,0,1,0,0,0,0,0,8.042292,1.609438,0,364,1983,103,"Cambodia","KR"
,,0,,,,0,8.03534,1.791759,0,0,1,0,0,0,0,0,8.03534,1.791759,0,364,1984,103,"Cambodia","KR"
,,0,,,,0,8.1037,1.94591,0,0,1,0,0,0,0,0,8.1037,1.94591,0,364,1985,103,"Cambodia","KR"
,,0,,,,0,7.704046,2.079442,0,0,1,0,0,0,0,0,7.704046,2.079442,0,364,1986,103,"Cambodia","KR"
,,0,,,,0,7.999017,2.197225,0,0,1,0,0,0,0,0,7.999017,2.197225,0,364,1987,103,"Cambodia","KR"
,,0,,,,0,8.094455,2.302585,0,0,1,0,0,0,0,0,8.094455,2.302585,0,364,1988,103,"Cambodia","KR"
,1,0,0,0,0,0,7.903168,2.397895,0,0,1,0,0,0,0,0,7.903168,2.397895,0,364,1989,103,"Cambodia","KR"
,,0,,,,0,7.663342,2.484907,1,0,0,0,0,0,0,0,7.663342,2.484907,1,364,1990,103,"Cambodia","KR"
,,0,,,,0,7.900763,2.564949,1,0,0,0,0,0,0,0,7.900763,2.564949,1,364,1991,103,"Cambodia","KR"
,,0,,,,0,7.78085,2.639057,1,0,0,0,0,0,0,0,7.78085,2.639057,1,364,1992,103,"Cambodia","KR"
,,0,,,,0,7.839565,2.70805,1,0,0,0,0,0,0,0,7.839565,2.70805,1,364,1993,103,"Cambodia","KR"
,,0,,,,0,7.674241,2.772589,1,0,0,0,0,0,0,0,7.674241,2.772589,1,364,1994,103,"Cambodia","KR"
,,0,,,,0,7.735084,2.833213,1,0,0,0,0,0,0,0,7.735084,2.833213,1,364,1995,103,"Cambodia","KR"
,,0,,,,0,7.673256,2.890372,1,0,0,0,0,0,0,0,7.673256,2.890372,1,364,1996,103,"Cambodia","KR"
,,0,,,,0,7.732409,2.944439,1,0,0,0,0,0,0,0,7.732409,2.944439,1,364,1997,103,"Cambodia","KR"
3,0,0,0,0,0,0,7.763561,2.995732,1,4,0,0,0,0,0,0,7.763561,2.995732,1,364,1998,103,"Cambodia","KR"
,,0,,,,1,9.388949,0,0,0,0,0,0,0,0,1,9.388949,0,0,366,1978,147,"Spain","ETA"
,,0,,,,1,9.382661,.6931472,0,0,0,0,0,0,0,1,9.382661,.6931472,0,366,1979,147,"Spain","ETA"
,,0,,,,1,9.396705,1.098612,0,0,0,0,0,0,0,1,9.396705,1.098612,0,366,1980,147,"Spain","ETA"
,,0,,,,1,9.384745,1.386294,0,0,0,0,0,0,0,1,9.384745,1.386294,0,366,1981,147,"Spain","ETA"
0,0,0,0,0,0,1,9.391635,1.609438,0,2,0,0,0,0,0,1,9.391635,1.609438,0,366,1982,147,"Spain","ETA"
,,0,,,,1,9.465367,2.079442,0,0,0,0,0,0,,1,9.465367,2.079442,0,366,1985,147,"Spain","ETA"
,,0,,,,1,9.435534,2.197225,0,0,0,0,0,0,,1,9.435534,2.197225,0,366,1986,147,"Spain","ETA"
,,0,,,,1,9.664764,2.639057,1,0,0,0,0,0,,1,9.664764,2.639057,1,366,1991,147,"Spain","ETA"
0,0,0,0,0,0,1,9.516565,1.098612,0,2,0,0,0,0,0,1,9.516565,1.098612,0,366,1987,147,"Spain","ETA"
0,0,0,0,0,0,1,9.669702,.6931472,1,2,0,0,0,0,0,1,9.669702,.6931472,1,366,1992,147,"Spain","ETA"
2,0,1,0,0,0,1,7.972701,0,1,3,0,1,0,1,0,1,7.972701,0,1,367,1992,199,"Moldova","PMR"
3,0,0,0,0,0,1,9.051506,0,1,4,0,0,0,0,0,1,9.051506,0,1,368,1999,220,"Russia (Soviet Union)","Wahhabi movement of the Buinaksk district"
,,0,,,,1,9.425548,0,1,0,0,1,0,0,0,1,9.425548,0,1,370,1990,181,"Russia (Soviet Union)","Republic of Armenia"
,0,1,0,0,0,1,,.6931472,1,,0,1,0,0,0,1,,.6931472,1,370,1991,181,"Russia (Soviet Union)","Republic of Armenia"
3,0,0,0,0,0,1,9.425548,0,1,4,0,0,0,0,0,1,9.425548,0,1,373,1990,182,"Russia (Soviet Union)","APF"
3,0,0,0,0,0,1,,0,1,4,0,0,0,0,0,1,,0,1,375,1994,207,"Yemen","Democratic Republic of Yemen"
,,0,,,,0,8.185364,0,0,0,1,1,1,0,0,0,8.185364,0,0,376,1989,63,"Lebanon","Lebanese Army (Aoun)"
3,0,1,0,0,0,0,8.185364,.6931472,1,4,1,1,1,0,0,0,8.185364,.6931472,1,376,1990,63,"Lebanon","Lebanese Army (Aoun)"
,,0,,,,1,9.70787,0,1,0,0,0,0,0,0,1,9.70787,0,1,377,1990,37,"Israel","Fatah"
,,0,,,,1,9.749486,.6931472,1,0,0,0,0,0,0,1,9.749486,.6931472,1,377,1991,37,"Israel","Fatah"
,,0,,,,1,9.779249,1.098612,1,0,0,0,0,0,0,1,9.779249,1.098612,1,377,1992,37,"Israel","Fatah"
,,0,,,,1,10.00951,1.386294,1,0,0,0,0,0,0,1,10.00951,1.386294,1,377,1993,37,"Israel","Fatah"
,,0,,,,1,9.980485,1.609438,1,0,0,0,0,0,0,1,9.980485,1.609438,1,377,1994,37,"Israel","Fatah"
,,0,,,,1,9.949686,1.791759,1,0,0,0,0,0,0,1,9.949686,1.791759,1,377,1995,37,"Israel","Fatah"
,,0,,,,1,,1.94591,1,0,0,0,0,0,0,1,,1.94591,1,377,1996,37,"Israel","Fatah"
,,0,,,,1,,2.079442,1,0,0,0,0,0,0,1,,2.079442,1,377,1997,37,"Israel","Fatah"
2,0,0,0,0,0,1,,2.890372,1,3,0,0,0,0,0,1,,2.890372,1,377,2007,37,"Israel","Fatah"
,,0,,,,0,7.704046,0,0,0,1,0,0,0,0,0,7.704046,0,0,378,1979,103,"Cambodia","KPNLF"
,,0,,,,0,7.770713,.6931472,0,0,1,0,0,0,0,0,7.770713,.6931472,0,378,1980,103,"Cambodia","KPNLF"
,,0,,,,0,7.865882,1.098612,0,0,1,0,0,0,0,0,7.865882,1.098612,0,378,1981,103,"Cambodia","KPNLF"
,,0,,,,0,8.03534,1.386294,0,0,1,0,0,0,0,0,8.03534,1.386294,0,378,1982,103,"Cambodia","KPNLF"
,,0,,,,0,8.094455,1.609438,0,0,1,0,0,0,0,0,8.094455,1.609438,0,378,1983,103,"Cambodia","KPNLF"
,,0,,,,0,8.1037,1.791759,0,0,1,0,0,0,0,0,8.1037,1.791759,0,378,1984,103,"Cambodia","KPNLF"
,,0,,,,0,8.172678,1.94591,0,0,1,0,0,0,0,0,8.172678,1.94591,0,378,1985,103,"Cambodia","KPNLF"
,,0,,,,0,8.164069,2.079442,0,0,1,0,0,0,0,0,8.164069,2.079442,0,378,1986,103,"Cambodia","KPNLF"
,,0,,,,0,8.042292,2.197225,0,0,1,0,0,0,0,0,8.042292,2.197225,0,378,1987,103,"Cambodia","KPNLF"
,,0,,,,0,7.999017,2.302585,0,0,1,0,0,0,0,0,7.999017,2.302585,0,378,1988,103,"Cambodia","KPNLF"
,1,0,0,0,0,0,7.903168,2.397895,0,0,1,0,0,0,0,0,7.903168,2.397895,0,378,1989,103,"Cambodia","KPNLF"
,,0,,,,0,7.900763,2.484907,1,0,1,0,0,0,0,0,7.900763,2.484907,1,378,1990,103,"Cambodia","KPNLF"
2,0,0,0,0,0,0,7.839565,2.564949,1,3,0,0,0,0,0,0,7.839565,2.564949,1,378,1991,103,"Cambodia","KPNLF"
,,0,,,,0,8.03534,0,0,0,1,0,0,0,0,0,8.03534,0,0,379,1982,103,"Cambodia","FUNCINPEC"
,,0,,,,0,8.094455,.6931472,0,0,1,0,0,0,0,0,8.094455,.6931472,0,379,1983,103,"Cambodia","FUNCINPEC"
,,0,,,,0,8.1037,1.098612,0,0,1,0,0,0,0,0,8.1037,1.098612,0,379,1984,103,"Cambodia","FUNCINPEC"
,,0,,,,0,8.172678,1.386294,0,0,1,0,0,0,0,0,8.172678,1.386294,0,379,1985,103,"Cambodia","FUNCINPEC"
,,0,,,,0,8.164069,1.609438,0,0,1,0,0,0,0,0,8.164069,1.609438,0,379,1986,103,"Cambodia","FUNCINPEC"
,,0,,,,0,8.042292,1.791759,0,0,1,0,0,0,0,0,8.042292,1.791759,0,379,1987,103,"Cambodia","FUNCINPEC"
,,0,,,,0,7.999017,1.94591,0,0,1,0,0,0,0,0,7.999017,1.94591,0,379,1988,103,"Cambodia","FUNCINPEC"
,1,0,0,0,0,0,7.903168,2.079442,0,0,1,0,0,0,0,0,7.903168,2.079442,0,379,1989,103,"Cambodia","FUNCINPEC"
,,0,,,,0,7.900763,2.197225,1,0,0,0,0,0,0,0,7.900763,2.197225,1,379,1990,103,"Cambodia","FUNCINPEC"
2,0,0,0,0,0,0,7.839565,2.302585,1,0,0,0,0,0,0,0,7.839565,2.302585,1,379,1991,103,"Cambodia","FUNCINPEC"
0,0,0,0,0,0,0,7.732409,2.772589,1,2,0,0,0,0,0,0,7.732409,2.772589,1,379,1997,103,"Cambodia","FUNCINPEC"
0,0,0,0,0,0,1,9.886601,0,1,2,0,0,0,0,0,1,9.886601,0,1,380,1995,37,"Israel","PIJ"
,,0,,,,1,,.6931472,1,0,0,0,0,0,,1,,.6931472,1,380,1996,37,"Israel","PIJ"
,,0,,,,1,,1.098612,1,0,0,0,0,0,,1,,1.098612,1,380,1997,37,"Israel","PIJ"
,,0,,,,1,,1.386294,1,0,0,0,0,0,,1,,1.386294,1,380,1998,37,"Israel","PIJ"
,,0,,,,1,9.949686,1.791759,1,0,0,0,0,0,,1,9.949686,1.791759,1,380,2000,37,"Israel","PIJ"
,,0,,,,1,,1.94591,1,0,0,0,0,0,,1,,1.94591,1,380,2001,37,"Israel","PIJ"
,,0,,,,1,9.938516,0,1,0,0,0,0,0,0,1,9.938516,0,1,380,2002,37,"Israel","PIJ"
,,0,,,,1,,.6931472,1,0,0,0,0,0,0,1,,.6931472,1,380,2003,37,"Israel","PIJ"
,,0,,,,1,9.963174,1.098612,1,0,0,0,0,0,0,1,9.963174,1.098612,1,380,2004,37,"Israel","PIJ"
,0,0,0,0,0,1,,2.197225,1,,,0,0,,0,1,,2.197225,1,380,2010,37,"Israel","PIJ"
,,0,,,,1,9.797033,0,1,0,0,0,0,0,0,1,9.797033,0,1,381,1993,37,"Israel","Hamas"
0,0,0,0,0,0,1,9.842463,.6931472,1,0,0,0,0,0,0,1,9.842463,.6931472,1,381,1994,37,"Israel","Hamas"
,,0,,,,1,,1.098612,1,0,0,0,0,0,0,1,,1.098612,1,381,1995,37,"Israel","Hamas"
,,0,,,,1,9.938516,1.386294,1,0,0,0,0,0,0,1,9.938516,1.386294,1,381,1996,37,"Israel","Hamas"
,,0,,,,1,,1.609438,1,0,0,0,0,0,0,1,,1.609438,1,381,1997,37,"Israel","Hamas"
,,0,,,,1,,1.791759,1,0,0,0,0,0,0,1,,1.791759,1,381,1998,37,"Israel","Hamas"
,,0,,,,1,9.963174,1.94591,1,0,0,0,0,0,0,1,9.963174,1.94591,1,381,1999,37,"Israel","Hamas"
,,0,,,,1,,2.079442,1,0,0,0,0,0,0,1,,2.079442,1,381,2000,37,"Israel","Hamas"
,,0,,,,1,9.949686,2.302585,1,0,0,0,0,0,0,1,9.949686,2.302585,1,381,2002,37,"Israel","Hamas"
,,0,,,,1,9.980485,2.397895,1,0,0,0,0,0,0,1,9.980485,2.397895,1,381,2003,37,"Israel","Hamas"
0,0,0,0,0,0,1,,2.833213,1,2,0,0,0,0,0,1,,2.833213,1,381,2009,37,"Israel","Hamas"
,,0,,,,0,7.151611,0,0,0,0,0,0,0,0,0,7.151611,0,0,382,1989,65,"Laos","LRM"
0,0,0,0,0,0,0,7.168125,.6931472,1,2,0,0,0,0,0,0,7.168125,.6931472,1,382,1990,65,"Laos","LRM"
2,1,1,1,0,0,0,8.185364,0,0,3,0,1,0,0,0,0,8.185364,0,0,383,1989,63,"Lebanon","Lebanese Forces"
,,0,,,,1,7.282473,0,0,0,0,0,0,0,0,1,7.282473,0,0,387,1983,156,"India","Sikh insurgents"
,,0,,,,1,7.324108,.6931472,0,0,0,0,0,0,0,1,7.324108,.6931472,0,387,1984,156,"India","Sikh insurgents"
,,0,,,,1,7.365414,1.098612,0,0,0,0,0,0,0,1,7.365414,1.098612,0,387,1985,156,"India","Sikh insurgents"
,,0,,,,1,7.396844,1.386294,0,0,0,0,0,0,0,1,7.396844,1.386294,0,387,1986,156,"India","Sikh insurgents"
,,0,,,,1,7.438025,1.609438,0,0,0,0,0,0,0,1,7.438025,1.609438,0,387,1987,156,"India","Sikh insurgents"
,,0,,,,1,7.486809,1.791759,0,0,0,0,0,0,0,1,7.486809,1.791759,0,387,1988,156,"India","Sikh insurgents"
,,0,,,,1,7.51776,1.94591,0,0,0,0,0,0,0,1,7.51776,1.94591,0,387,1989,156,"India","Sikh insurgents"
,,0,,,,1,7.548746,2.079442,1,0,0,0,0,0,0,1,7.548746,2.079442,1,387,1990,156,"India","Sikh insurgents"
,,0,,,,1,7.531236,2.197225,1,0,0,0,0,0,0,1,7.531236,2.197225,1,387,1991,156,"India","Sikh insurgents"
,,0,,,,1,7.547913,2.302585,1,0,0,0,0,0,0,1,7.547913,2.302585,1,387,1992,156,"India","Sikh insurgents"
0,0,0,0,0,0,1,7.565798,2.397895,1,2,0,0,0,0,0,1,7.565798,2.397895,1,387,1993,156,"India","Sikh insurgents"
,,0,,,,0,7.548746,0,1,0,,0,0,,0,0,7.548746,0,1,405,1990,29,"India","PWG"
,,0,,,,0,7.531236,.6931472,1,0,,0,0,,0,0,7.531236,.6931472,1,405,1991,29,"India","PWG"
,,0,,,,0,7.547913,1.098612,1,0,,0,0,0,0,0,7.547913,1.098612,1,405,1992,29,"India","PWG"
,,0,,,,0,7.565798,1.386294,1,0,,0,0,,0,0,7.565798,1.386294,1,405,1993,29,"India","PWG"
,,0,,,,0,7.589088,1.609438,1,0,,0,0,,0,0,7.589088,1.609438,1,405,1994,29,"India","PWG"
,,0,,,,0,7.687488,1.791759,1,0,,0,0,,0,0,7.687488,1.791759,1,405,1995,29,"India","PWG"
,,0,,,,0,7.716234,1.94591,1,0,,0,0,,0,0,7.716234,1.94591,1,405,1996,29,"India","PWG"
,,0,,,,0,7.769704,2.079442,1,0,,0,0,0,0,0,7.769704,2.079442,1,405,1997,29,"India","PWG"
,,0,,,,0,7.860563,2.197225,1,0,,0,0,,0,0,7.860563,2.197225,1,405,1998,29,"India","PWG"
,,0,,,,0,7.879992,2.302585,1,0,,0,0,0,0,0,7.879992,2.302585,1,405,1999,29,"India","PWG"
,,0,,,,0,7.909963,2.397895,1,0,,0,0,0,0,0,7.909963,2.397895,1,405,2000,29,"India","PWG"
,,0,,,,0,7.954039,2.484907,1,0,,0,0,0,0,0,7.954039,2.484907,1,405,2001,29,"India","PWG"
,,0,,,,0,8.003052,2.564949,1,0,0,0,0,0,0,0,8.003052,2.564949,1,405,2002,29,"India","PWG"
,0,0,0,0,0,0,8.003052,2.70805,1,,,0,0,0,0,0,8.003052,2.70805,1,405,2004,29,"India","PWG"
,,0,,,,0,7.547913,0,1,0,,0,0,,0,0,7.547913,0,1,406,1992,29,"India","MCC"
,,0,,,,0,7.565798,.6931472,1,0,,0,0,,0,0,7.565798,.6931472,1,406,1993,29,"India","MCC"
,,0,,,,0,7.687488,1.098612,1,0,,0,0,,0,0,7.687488,1.098612,1,406,1994,29,"India","MCC"
,,0,,,,0,7.769704,1.386294,1,0,,0,0,0,0,0,7.769704,1.386294,1,406,1995,29,"India","MCC"
,,0,,,,0,7.860563,1.609438,1,0,,0,0,,0,0,7.860563,1.609438,1,406,1996,29,"India","MCC"
,,0,,,,0,7.879992,1.791759,1,0,,0,0,0,0,0,7.879992,1.791759,1,406,1997,29,"India","MCC"
,,0,,,,0,7.909963,1.94591,1,0,,0,0,0,0,0,7.909963,1.94591,1,406,1998,29,"India","MCC"
,,0,,,,0,7.954039,2.079442,1,0,,0,0,0,0,0,7.954039,2.079442,1,406,1999,29,"India","MCC"
,,0,,,,0,8.003052,2.197225,1,0,0,0,0,0,0,0,8.003052,2.197225,1,406,2000,29,"India","MCC"
,0,0,0,0,0,0,8.003052,2.564949,1,,,0,0,0,0,0,8.003052,2.564949,1,406,2004,29,"India","MCC"
3,0,0,0,0,1,0,7.737739,0,1,4,0,0,0,0,1,0,7.737739,0,1,407,1995,201,"Azerbaijan","OPON forces"
,,0,,,,0,7.657968,0,0,0,1,0,0,0,0,0,7.657968,0,0,411,1979,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.658563,.6931472,0,0,1,0,0,0,0,0,7.658563,.6931472,0,411,1980,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.739063,1.098612,0,0,1,0,0,0,0,0,7.739063,1.098612,0,411,1981,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.792188,1.386294,0,0,1,0,0,0,0,0,7.792188,1.386294,0,411,1982,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.835077,1.609438,0,0,1,0,0,0,0,0,7.835077,1.609438,0,411,1983,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.845365,1.791759,0,0,1,0,0,0,0,0,7.845365,1.791759,0,411,1984,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.842659,1.94591,0,0,1,0,0,0,0,0,7.842659,1.94591,0,411,1985,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.869069,2.079442,0,0,1,0,0,0,0,0,7.869069,2.079442,0,411,1986,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.751303,2.197225,0,0,1,0,0,0,0,0,7.751303,2.197225,0,411,1987,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.647003,2.302585,0,0,1,0,0,0,0,0,7.647003,2.302585,0,411,1988,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,1,0,0,0,0,0,7.552495,2.397895,0,0,1,0,0,0,0,0,7.552495,2.397895,0,411,1989,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.47011,2.484907,1,0,0,0,0,0,0,0,7.47011,2.484907,1,411,1990,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.515976,2.564949,1,0,0,0,0,0,0,0,7.515976,2.564949,1,411,1991,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
1,0,0,0,0,0,0,7.277483,2.639057,1,1,0,0,0,0,0,0,7.277483,2.639057,1,411,1992,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,0,0,0,0,0,0,6.845624,0,1,,0,0,0,0,0,0,6.845624,0,1,411,1996,137,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan"
,,0,,,,0,7.658563,0,0,0,1,0,0,0,0,0,7.658563,0,0,412,1980,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.739063,.6931472,0,0,1,0,0,0,0,0,7.739063,.6931472,0,412,1981,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.792188,1.098612,0,0,1,0,0,0,0,0,7.792188,1.098612,0,412,1982,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.835077,1.386294,0,0,1,0,0,0,0,0,7.835077,1.386294,0,412,1983,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.845365,1.609438,0,0,1,0,0,0,0,0,7.845365,1.609438,0,412,1984,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.842659,1.791759,0,0,1,0,0,0,0,0,7.842659,1.791759,0,412,1985,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.869069,1.94591,0,0,1,0,0,0,0,0,7.869069,1.94591,0,412,1986,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.751303,2.079442,0,0,1,0,0,0,0,0,7.751303,2.079442,0,412,1987,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.647003,2.197225,0,0,1,0,0,0,0,0,7.647003,2.197225,0,412,1988,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,1,0,0,0,0,0,7.552495,2.302585,0,0,1,0,0,0,0,0,7.552495,2.302585,0,412,1989,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.47011,2.397895,1,0,0,0,0,0,0,0,7.47011,2.397895,1,412,1990,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.515976,2.484907,1,0,0,0,0,0,0,0,7.515976,2.484907,1,412,1991,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
1,0,0,0,0,0,0,7.277483,2.564949,1,1,0,0,0,0,0,0,7.277483,2.564949,1,412,1992,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.036087,2.639057,1,0,0,1,0,0,,0,7.036087,2.639057,1,412,1993,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,6.929634,2.70805,1,0,0,1,0,0,,0,6.929634,2.70805,1,412,1994,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,,3.367296,1,0,1,0,0,0,,0,,3.367296,1,412,2008,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,,3.401197,1,0,1,0,0,0,,0,,3.401197,1,412,2009,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,0,1,0,0,0,0,6.825275,1.386294,1,,0,1,0,0,0,0,6.825275,1.386294,1,412,1995,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,0,0,0,0,0,0,,1.098612,1,,,0,0,,0,0,,1.098612,1,412,2010,137,"Afghanistan","Hizb-i Islami-yi Afghanistan"
,,0,,,,0,7.552495,0,0,0,1,1,1,0,0,0,7.552495,0,0,413,1989,137,"Afghanistan","Hizb-i Wahdat"
,,0,,,,0,7.47011,.6931472,1,0,0,1,0,0,0,0,7.47011,.6931472,1,413,1990,137,"Afghanistan","Hizb-i Wahdat"
,,0,,,,0,7.515976,1.098612,1,0,0,1,0,0,0,0,7.515976,1.098612,1,413,1991,137,"Afghanistan","Hizb-i Wahdat"
,,0,,,,0,7.277483,1.386294,1,0,0,1,0,0,0,0,7.277483,1.386294,1,413,1992,137,"Afghanistan","Hizb-i Wahdat"
,,0,,,,0,7.036087,1.609438,1,0,0,1,0,0,0,0,7.036087,1.609438,1,413,1993,137,"Afghanistan","Hizb-i Wahdat"
,,0,,,,0,6.929634,1.791759,1,0,0,1,0,0,0,0,6.929634,1.791759,1,413,1994,137,"Afghanistan","Hizb-i Wahdat"
1,0,1,0,0,0,0,6.825275,1.94591,1,1,0,1,0,0,0,0,6.825275,1.94591,1,413,1995,137,"Afghanistan","Hizb-i Wahdat"
3,0,0,0,0,0,0,7.089285,0,1,4,0,0,0,0,0,0,7.089285,0,1,415,1998,200,"Tajikistan","Movement for Peace in Tajikistan"
0,0,0,0,0,0,1,9.665949,0,0,2,0,0,0,0,0,1,9.665949,0,0,419,1989,37,"Israel","PFLP"
0,0,0,0,0,0,1,9.980485,0,1,2,0,0,0,0,0,1,9.980485,0,1,419,2001,37,"Israel","PFLP"
,,0,,,,0,7.036087,0,1,0,0,1,0,0,0,0,7.036087,0,1,422,1993,137,"Afghanistan","Junbish-i Milli-yi Islami"
,,0,,,,0,6.929634,.6931472,1,0,0,1,0,0,0,0,6.929634,.6931472,1,422,1994,137,"Afghanistan","Junbish-i Milli-yi Islami"
0,0,1,0,0,0,0,6.825275,1.098612,1,2,0,1,0,0,0,0,6.825275,1.098612,1,422,1995,137,"Afghanistan","Junbish-i Milli-yi Islami"
,,0,,,,0,6.845624,0,1,0,0,0,0,0,0,0,6.845624,0,1,423,1996,137,"Afghanistan","UIFSA"
,,0,,,,0,6.936489,.6931472,1,0,0,0,0,0,0,0,6.936489,.6931472,1,423,1997,137,"Afghanistan","UIFSA"
,,0,,,,0,6.953856,1.098612,1,0,0,0,0,0,0,0,6.953856,1.098612,1,423,1998,137,"Afghanistan","UIFSA"
,,0,,,,0,6.780558,1.386294,1,0,0,0,0,0,0,0,6.780558,1.386294,1,423,1999,137,"Afghanistan","UIFSA"
,,0,,,,0,6.16982,1.609438,1,0,0,0,0,0,0,0,6.16982,1.609438,1,423,2000,137,"Afghanistan","UIFSA"
1,0,0,0,0,0,0,6.036032,1.791759,1,1,0,0,0,1,0,0,6.036032,1.791759,1,423,2001,137,"Afghanistan","UIFSA"
,,0,,,,1,9.949686,0,1,0,0,0,0,0,0,1,9.949686,0,1,426,2002,37,"Israel","AMB"
,,0,,,,1,9.938516,.6931472,1,0,0,0,0,0,0,1,9.938516,.6931472,1,426,2003,37,"Israel","AMB"
,0,0,0,0,0,1,9.963174,1.098612,1,,0,0,0,0,0,1,9.963174,1.098612,1,426,2004,37,"Israel","AMB"
