outcome_d,intervention,fightcaphigh,mi_fightcap,troops2rebs,coup,land,lngdp,lnyears,postCW,outcome_dy,exgov_combat,strongrebs_dy,mi_strongrebs_dy,exreb_combat,coup_dy,land,lngdp,lnyears,postCW,dyad_id,year,conflictid,Government,Opposition
,,0,,,,1,8.159401,2.564949,1,0,0,0,0,0,0,1,8.159401,2.564949,1,243,1996,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,8.201715,2.639057,1,0,0,0,0,0,0,1,8.201715,2.639057,1,243,1997,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,8.227012,2.70805,1,0,0,0,0,0,0,1,8.227012,2.70805,1,243,1998,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,8.269938,2.772589,1,0,0,0,0,0,0,1,8.269938,2.772589,1,243,1999,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,8.305639,2.833213,1,0,0,0,0,0,0,1,8.305639,2.833213,1,243,2000,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,8.30539,2.890372,1,0,0,0,0,0,0,1,8.30539,2.890372,1,243,2001,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,8.359823,2.944439,1,0,0,0,0,0,0,1,8.359823,2.944439,1,243,2002,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,,2.995732,1,0,0,0,0,0,0,1,,2.995732,1,243,2003,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,,3.044523,1,0,0,0,0,0,0,1,,3.044523,1,243,2004,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,,3.091043,1,0,0,0,0,0,0,1,,3.091043,1,243,2005,157,"Sri Lanka (Ceylon)","LTTE"
,,0,,,,1,,3.135494,1,0,0,0,0,0,0,1,,3.135494,1,243,2006,157,"Sri Lanka (Ceylon)","LTTE"
3,0,0,0,0,0,1,,3.258096,1,4,0,0,0,0,0,1,,3.258096,1,243,2009,157,"Sri Lanka (Ceylon)","LTTE"
3,0,0,0,0,1,0,7.574872,0,0,4,0,0,0,0,1,0,7.574872,0,0,244,1989,186,"Haiti","Military faction (forces of Himmler Rebu and Guy Francois)"
,0,0,0,0,0,0,7.610244,0,1,,0,0,0,0,0,0,7.610244,0,1,245,2003,225,"Cote d’Ivoire","MJP"
,,0,,,,0,8.750952,0,0,0,0,0,0,0,0,0,8.750952,0,0,246,1979,143,"Iran","MEK"
,,0,,,,0,8.622904,.6931472,0,0,0,0,0,0,0,0,8.622904,.6931472,0,246,1980,143,"Iran","MEK"
,,0,,,,0,8.43275,1.098612,0,0,0,0,0,0,0,0,8.43275,1.098612,0,246,1981,143,"Iran","MEK"
0,0,0,0,0,0,0,8.46919,1.386294,0,0,0,0,0,0,0,0,8.46919,1.386294,0,246,1982,143,"Iran","MEK"
,,0,,,,0,8.372561,1.609438,0,0,0,0,0,0,0,0,8.372561,1.609438,0,246,1983,143,"Iran","MEK"
,,0,,,,0,8.668386,1.791759,1,0,0,0,0,0,0,0,8.668386,1.791759,1,246,1984,143,"Iran","MEK"
,,0,,,,0,8.542315,2.079442,1,0,0,0,0,0,0,0,8.542315,2.079442,1,246,1986,143,"Iran","MEK"
,,0,,,,0,8.707074,2.302585,1,0,0,0,0,0,0,0,8.707074,2.302585,1,246,1988,143,"Iran","MEK"
,,0,,,,0,8.451062,2.397895,1,0,0,0,0,0,0,0,8.451062,2.397895,1,246,1989,143,"Iran","MEK"
,,0,,,,0,8.438831,2.484907,0,0,0,0,0,0,0,0,8.438831,2.484907,0,246,1990,143,"Iran","MEK"
,,0,,,,0,8.311996,2.564949,0,0,0,0,0,0,0,0,8.311996,2.564949,0,246,1991,143,"Iran","MEK"
,,0,,,,0,8.597282,2.639057,1,0,0,0,0,0,0,0,8.597282,2.639057,1,246,1992,143,"Iran","MEK"
0,0,0,0,0,0,0,8.546057,2.70805,1,0,0,0,0,0,0,0,8.546057,2.70805,1,246,1993,143,"Iran","MEK"
0,0,0,0,0,0,0,8.701988,3.135494,1,2,0,0,0,0,0,0,8.701988,3.135494,1,246,2001,143,"Iran","MEK"
,,0,,,,1,7.860042,0,0,0,,0,0,,0,1,7.860042,0,0,247,1972,112,"Philippines","MNLF"
,,0,,,,1,7.927454,.6931472,0,0,,0,0,,0,1,7.927454,.6931472,0,247,1973,112,"Philippines","MNLF"
,,0,,,,1,7.919247,1.098612,0,0,,0,0,,0,1,7.919247,1.098612,0,247,1974,112,"Philippines","MNLF"
,,0,,,,1,7.965455,1.386294,0,0,0,0,0,0,0,1,7.965455,1.386294,0,247,1975,112,"Philippines","MNLF"
,,0,,,,1,8.027656,1.609438,0,0,0,0,0,0,0,1,8.027656,1.609438,0,247,1976,112,"Philippines","MNLF"
,,0,,,,1,8.056442,1.791759,0,0,0,0,0,0,0,1,8.056442,1.791759,0,247,1977,112,"Philippines","MNLF"
,,0,,,,1,8.065228,1.94591,0,0,0,0,0,0,0,1,8.065228,1.94591,0,247,1978,112,"Philippines","MNLF"
,,0,,,,1,8.064709,2.079442,0,0,0,0,0,0,0,1,8.064709,2.079442,0,247,1979,112,"Philippines","MNLF"
,0,0,0,0,0,1,8.105824,2.197225,0,0,0,0,0,0,0,1,8.105824,2.197225,0,247,1980,112,"Philippines","MNLF"
,,0,,,,1,8.132269,2.302585,0,0,0,0,0,0,0,1,8.132269,2.302585,0,247,1981,112,"Philippines","MNLF"
,,0,,,,1,8.112921,2.397895,0,0,0,0,0,0,0,1,8.112921,2.397895,0,247,1982,112,"Philippines","MNLF"
,,0,,,,1,8.120178,2.484907,0,0,0,0,0,0,0,1,8.120178,2.484907,0,247,1983,112,"Philippines","MNLF"
,,0,,,,1,8.071225,2.564949,0,0,0,0,0,0,0,1,8.071225,2.564949,0,247,1984,112,"Philippines","MNLF"
,,0,,,,1,7.977169,2.639057,0,0,0,0,0,0,0,1,7.977169,2.639057,0,247,1985,112,"Philippines","MNLF"
,,0,,,,1,8.011661,2.70805,0,0,0,0,0,0,0,1,8.011661,2.70805,0,247,1986,112,"Philippines","MNLF"
,,0,,,,1,7.994551,2.772589,0,0,0,0,0,0,0,1,7.994551,2.772589,0,247,1987,112,"Philippines","MNLF"
,,0,,,,1,8.032958,2.833213,0,0,0,0,0,0,0,1,8.032958,2.833213,0,247,1988,112,"Philippines","MNLF"
,,0,,,,1,8.059934,2.890372,0,0,0,0,0,0,0,1,8.059934,2.890372,0,247,1989,112,"Philippines","MNLF"
,,0,,,,1,8.075138,2.944439,1,0,0,0,0,0,0,1,8.075138,2.944439,1,247,1990,112,"Philippines","MNLF"
2,0,0,0,0,0,1,8.056978,3.091043,1,3,0,0,0,0,0,1,8.056978,3.091043,1,247,1993,112,"Philippines","MNLF"
2,0,0,0,0,0,1,10.05108,0,1,3,0,0,0,0,0,1,10.05108,0,1,248,1998,119,"United Kingdom","RIRA"
,,0,,,,1,8.056978,0,1,0,0,0,0,0,0,1,8.056978,0,1,249,1993,112,"Philippines","ASG"
,,0,,,,1,8.098777,.6931472,1,0,0,0,0,0,0,1,8.098777,.6931472,1,249,1994,112,"Philippines","ASG"
,,0,,,,1,8.093924,1.098612,1,0,0,0,0,0,0,1,8.093924,1.098612,1,249,1995,112,"Philippines","ASG"
,,0,,,,1,8.114396,1.386294,1,0,0,0,0,0,0,1,8.114396,1.386294,1,249,1996,112,"Philippines","ASG"
,,0,,,,1,8.165855,1.609438,1,0,0,0,0,0,0,1,8.165855,1.609438,1,249,1997,112,"Philippines","ASG"
,,0,,,,1,8.107154,1.791759,1,0,0,0,0,0,0,1,8.107154,1.791759,1,249,1998,112,"Philippines","ASG"
,,0,,,,1,8.249475,1.94591,1,0,0,0,0,0,0,1,8.249475,1.94591,1,249,1999,112,"Philippines","ASG"
,,0,,,,1,8.200892,2.079442,1,0,0,0,0,0,0,1,8.200892,2.079442,1,249,2000,112,"Philippines","ASG"
,,0,,,,1,8.193188,2.197225,1,0,0,0,0,0,0,1,8.193188,2.197225,1,249,2001,112,"Philippines","ASG"
,,0,,,,1,8.181748,2.302585,1,0,0,0,0,0,0,1,8.181748,2.302585,1,249,2002,112,"Philippines","ASG"
,,0,,,,1,8.278674,2.397895,1,0,0,0,0,0,0,1,8.278674,2.397895,1,249,2003,112,"Philippines","ASG"
,,0,,,,1,,2.484907,1,0,0,0,0,0,0,1,,2.484907,1,249,2004,112,"Philippines","ASG"
,,0,,,,1,,2.564949,1,0,0,0,0,0,0,1,,2.564949,1,249,2005,112,"Philippines","ASG"
,,0,,,,1,,2.639057,1,0,0,0,0,0,0,1,,2.639057,1,249,2006,112,"Philippines","ASG"
,,0,,,,1,,2.70805,1,0,0,0,0,0,0,1,,2.70805,1,249,2007,112,"Philippines","ASG"
,0,0,0,0,0,1,,2.890372,1,,,0,0,,0,1,,2.890372,1,249,2010,112,"Philippines","ASG"
1,0,1,0,0,1,0,7.552972,0,1,1,0,1,0,0,1,0,7.552972,0,1,251,1991,186,"Haiti","Military faction (forces of Raol Cédras)"
,,0,,,,1,8.200892,0,1,0,0,0,0,0,0,1,8.200892,0,1,252,2001,112,"Philippines","MNLF – NM"
0,0,0,0,0,0,1,8.193188,.6931472,1,2,0,0,0,0,0,1,8.193188,.6931472,1,252,2002,112,"Philippines","MNLF – NM"
3,1,0,0,0,1,0,7.162661,0,0,4,,0,0,,1,0,7.162661,0,0,256,1971,117,"Sri Lanka (Ceylon)","JVP"
,,0,,,,0,7.832224,.6931472,0,0,0,0,0,0,,0,7.832224,.6931472,0,256,1972,117,"Sri Lanka (Ceylon)","JVP"
3,1,0,0,0,0,0,7.919531,.6931472,1,4,0,0,0,0,0,0,7.919531,.6931472,1,256,1990,117,"Sri Lanka (Ceylon)","JVP"
,,0,,,,1,8.432341,0,1,0,0,0,0,1,0,1,8.432341,0,1,259,1992,197,"Georgia","Republic of Abkhazia"
2,0,0,0,0,0,1,7.921739,.6931472,1,3,0,0,0,1,0,1,7.921739,.6931472,1,259,1993,197,"Georgia","Republic of Abkhazia"
3,0,0,0,1,0,1,,0,0,4,,0,0,,0,1,,0,0,260,1946,6,"Iran","KDPI"
,,0,,,,1,8.531477,.6931472,0,0,0,0,0,0,,1,8.531477,.6931472,0,260,1947,6,"Iran","KDPI"
,,0,,,,1,8.438831,1.098612,0,0,0,0,0,0,,1,8.438831,1.098612,0,260,1948,6,"Iran","KDPI"
,,0,,,,1,8.750952,1.386294,0,0,0,0,0,0,,1,8.750952,1.386294,0,260,1949,6,"Iran","KDPI"
,,0,,,,1,8.578762,1.609438,0,0,0,0,0,0,,1,8.578762,1.609438,0,260,1950,6,"Iran","KDPI"
,,0,,,,1,8.622904,1.94591,0,0,0,0,0,0,,1,8.622904,1.94591,0,260,1952,6,"Iran","KDPI"
,,0,,,,1,8.56747,2.079442,0,0,0,0,0,0,,1,8.56747,2.079442,0,260,1953,6,"Iran","KDPI"
,,0,,,,1,8.311996,2.302585,0,0,0,0,0,0,,1,8.311996,2.302585,0,260,1955,6,"Iran","KDPI"
,,0,,,,1,8.402718,2.397895,1,0,0,0,0,0,,1,8.402718,2.397895,1,260,1956,6,"Iran","KDPI"
,,0,,,,1,8.43275,2.484907,0,0,0,0,0,0,,1,8.43275,2.484907,0,260,1957,6,"Iran","KDPI"
,,0,,,,1,8.384866,2.564949,0,0,,0,,,,1,8.384866,2.564949,0,260,1958,6,"Iran","KDPI"
,,0,,,,1,8.372561,2.639057,0,0,0,0,0,0,,1,8.372561,2.639057,0,260,1959,6,"Iran","KDPI"
,,0,,,,1,8.338435,2.70805,0,0,,0,,,,1,8.338435,2.70805,0,260,1960,6,"Iran","KDPI"
,,0,,,,1,8.46919,2.772589,0,0,0,0,0,0,,1,8.46919,2.772589,0,260,1961,6,"Iran","KDPI"
,,0,,,,1,8.546057,2.833213,1,0,0,0,0,0,,1,8.546057,2.833213,1,260,1962,6,"Iran","KDPI"
0,0,0,0,0,0,1,8.466536,1.098612,0,2,,0,0,,0,1,8.466536,1.098612,0,260,1968,6,"Iran","KDPI"
0,0,0,0,0,0,1,8.589289,2.890372,1,2,0,0,0,0,0,1,8.589289,2.890372,1,260,1996,6,"Iran","KDPI"
,,0,,,,1,7.547913,0,1,0,0,0,0,0,0,1,7.547913,0,1,262,1992,139,"India","ATTF"
2,0,0,0,0,0,1,7.565798,.6931472,1,0,0,0,0,0,0,1,7.565798,.6931472,1,262,1993,139,"India","ATTF"
,,0,,,,1,7.716234,1.098612,1,0,0,0,0,0,0,1,7.716234,1.098612,1,262,1994,139,"India","ATTF"
,,0,,,,1,7.769704,1.386294,1,0,0,0,0,0,0,1,7.769704,1.386294,1,262,1995,139,"India","ATTF"
0,0,0,0,0,0,1,7.860563,2.079442,1,2,0,0,0,0,0,1,7.860563,2.079442,1,262,1999,139,"India","ATTF"
,,0,,,,1,7.65276,0,1,0,,0,0,0,0,1,7.65276,0,1,269,1995,139,"India","NLFT"
,,0,,,,1,7.716234,.6931472,1,0,,0,0,0,0,1,7.716234,.6931472,1,269,1996,139,"India","NLFT"
,,0,,,,1,7.769704,1.098612,1,0,,0,0,0,0,1,7.769704,1.098612,1,269,1997,139,"India","NLFT"
,,0,,,,1,7.860563,1.386294,1,0,,0,0,0,0,1,7.860563,1.386294,1,269,1998,139,"India","NLFT"
,,0,,,,1,7.879992,1.609438,1,0,,0,0,0,0,1,7.879992,1.609438,1,269,1999,139,"India","NLFT"
,,0,,,,1,7.909963,1.791759,1,0,,0,0,0,0,1,7.909963,1.791759,1,269,2000,139,"India","NLFT"
,,0,,,,1,7.954039,1.94591,1,0,,0,0,0,0,1,7.954039,1.94591,1,269,2001,139,"India","NLFT"
,,0,,,,1,8.003052,2.079442,1,0,,0,0,0,0,1,8.003052,2.079442,1,269,2002,139,"India","NLFT"
,,0,,,,1,8.003052,2.197225,1,0,,0,0,0,0,1,8.003052,2.197225,1,269,2003,139,"India","NLFT"
0,0,0,0,0,0,1,,2.484907,1,2,,0,0,0,0,1,,2.484907,1,269,2006,139,"India","NLFT"
,0,0,0,0,0,1,8.27416,0,1,,0,0,0,0,0,1,8.27416,0,1,272,1991,190,"Serbia (Yugoslavia)","Republic of Croatia"
,0,0,0,0,0,1,8.27416,0,1,,0,0,0,0,0,1,8.27416,0,1,273,1991,190,"Serbia (Yugoslavia)","Croatian irregulars"
,,0,,,,1,8.561346,0,0,0,,0,0,,0,1,8.561346,0,0,279,1961,74,"Iraq","KDP"
,,0,,,,1,8.579841,.6931472,0,0,,0,0,,0,1,8.579841,.6931472,0,279,1962,74,"Iraq","KDP"
,,0,,,,1,8.528987,1.098612,0,0,,0,0,,0,1,8.528987,1.098612,0,279,1963,74,"Iraq","KDP"
,,0,,,,1,8.66007,1.386294,0,0,,0,0,,0,1,8.66007,1.386294,0,279,1964,74,"Iraq","KDP"
,,0,,,,1,8.752868,1.609438,0,0,,0,0,,0,1,8.752868,1.609438,0,279,1965,74,"Iraq","KDP"
,,0,,,,1,8.761218,1.791759,0,0,,0,0,,0,1,8.761218,1.791759,0,279,1966,74,"Iraq","KDP"
,,0,,,,1,8.633864,1.94591,0,0,,0,0,,0,1,8.633864,1.94591,0,279,1967,74,"Iraq","KDP"
,,0,,,,1,8.773282,2.079442,0,0,,0,0,,0,1,8.773282,2.079442,0,279,1968,74,"Iraq","KDP"
,,0,,,,1,8.768831,2.197225,0,0,,0,0,,0,1,8.768831,2.197225,0,279,1969,74,"Iraq","KDP"
,,0,,,,1,7.599657,2.302585,0,0,,0,0,,0,1,7.599657,2.302585,0,279,1970,74,"Iraq","KDP"
,,0,,,,1,7.66361,2.397895,0,0,,0,0,,0,1,7.66361,2.397895,0,279,1971,74,"Iraq","KDP"
,,0,,,,1,7.669635,2.484907,0,0,,0,0,,0,1,7.669635,2.484907,0,279,1972,74,"Iraq","KDP"
,,0,,,,1,8.1354,2.639057,0,0,,0,,,0,1,8.1354,2.639057,0,279,1974,74,"Iraq","KDP"
0,0,0,0,0,0,1,7.708451,2.70805,0,0,0,0,0,1,0,1,7.708451,2.70805,0,279,1975,74,"Iraq","KDP"
,,0,,,,1,8.008066,2.772589,0,0,,0,,,0,1,8.008066,2.772589,0,279,1976,74,"Iraq","KDP"
,,0,,,,1,7.863502,2.833213,0,0,,0,,,0,1,7.863502,2.833213,0,279,1977,74,"Iraq","KDP"
,,0,,,,1,7.644498,2.890372,0,0,,0,,,0,1,7.644498,2.890372,0,279,1978,74,"Iraq","KDP"
,,0,,,,1,7.865602,2.944439,0,0,,0,,,0,1,7.865602,2.944439,0,279,1979,74,"Iraq","KDP"
,,0,,,,1,7.929609,2.995732,0,0,,0,,,0,1,7.929609,2.995732,0,279,1980,74,"Iraq","KDP"
,,0,,,,1,8.209221,3.044523,0,0,0,0,0,,0,1,8.209221,3.044523,0,279,1981,74,"Iraq","KDP"
,,0,,,,1,7.899588,3.091043,0,0,0,0,0,0,0,1,7.899588,3.091043,0,279,1982,74,"Iraq","KDP"
,,0,,,,1,7.675156,3.135494,0,0,,0,,,0,1,7.675156,3.135494,0,279,1983,74,"Iraq","KDP"
,,0,,,,1,8.00107,3.218876,0,0,,0,,,0,1,8.00107,3.218876,0,279,1985,74,"Iraq","KDP"
,0,0,0,0,0,1,7.835287,3.401197,1,0,0,0,0,0,0,1,7.835287,3.401197,1,279,1990,74,"Iraq","KDP"
0,0,0,0,0,0,1,6.832385,3.433987,1,2,0,0,0,0,0,1,6.832385,3.433987,1,279,1991,74,"Iraq","KDP"
2,0,0,0,0,0,1,8.27416,0,1,3,0,0,0,0,0,1,8.27416,0,1,281,1991,189,"Serbia (Yugoslavia)","Republic of Slovenia"
,,0,,,,1,6.385734,0,1,0,0,0,0,0,0,1,6.385734,0,1,283,1993,133,"Ethiopia","AIAI"
,,0,,,,1,6.471032,.6931472,1,0,0,0,0,0,0,1,6.471032,.6931472,1,283,1994,133,"Ethiopia","AIAI"
0,0,0,0,0,0,1,6.584087,1.94591,1,2,0,0,0,0,0,1,6.584087,1.94591,1,283,1999,133,"Ethiopia","AIAI"
,,0,,,,1,7.944084,0,0,0,,0,0,,0,1,7.944084,0,0,285,1976,74,"Iraq","PUK"
,,0,,,,1,7.918501,.6931472,0,0,,0,0,,0,1,7.918501,.6931472,0,285,1977,74,"Iraq","PUK"
,,0,,,,1,8.093258,1.098612,0,0,,0,0,,0,1,8.093258,1.098612,0,285,1978,74,"Iraq","PUK"
,,0,,,,1,8.1354,1.609438,0,0,,0,0,,0,1,8.1354,1.609438,0,285,1980,74,"Iraq","PUK"
,,0,,,,1,7.644498,1.791759,0,0,,0,0,,0,1,7.644498,1.791759,0,285,1981,74,"Iraq","PUK"
,,0,,,,1,7.675156,1.94591,0,0,,0,0,,0,1,7.675156,1.94591,0,285,1982,74,"Iraq","PUK"
,,0,,,,1,7.929609,2.079442,0,0,,0,0,,0,1,7.929609,2.079442,0,285,1983,74,"Iraq","PUK"
,,0,,,,1,7.770303,2.302585,0,0,,0,0,,0,1,7.770303,2.302585,0,285,1985,74,"Iraq","PUK"
,,0,,,,1,7.865602,2.397895,0,0,,0,0,,0,1,7.865602,2.397895,0,285,1986,74,"Iraq","PUK"
,,0,,,,1,8.008066,2.484907,0,0,,0,0,,0,1,8.008066,2.484907,0,285,1987,74,"Iraq","PUK"
,,0,,,,1,8.00107,2.564949,0,0,,0,0,,0,1,8.00107,2.564949,0,285,1988,74,"Iraq","PUK"
,,0,,,,1,7.899588,2.639057,0,0,0,0,0,0,0,1,7.899588,2.639057,0,285,1989,74,"Iraq","PUK"
,0,0,0,0,0,1,7.835287,2.70805,1,0,0,0,0,0,0,1,7.835287,2.70805,1,285,1990,74,"Iraq","PUK"
,,0,,,,1,6.832385,2.772589,1,0,0,0,0,0,0,1,6.832385,2.772589,1,285,1991,74,"Iraq","PUK"
,,0,,,,1,7.049411,2.833213,1,0,0,0,0,0,0,1,7.049411,2.833213,1,285,1992,74,"Iraq","PUK"
,,0,,,,1,7.202594,2.995732,1,0,0,0,0,0,0,1,7.202594,2.995732,1,285,1995,74,"Iraq","PUK"
0,0,0,0,0,0,1,7.58765,3.044523,1,2,0,0,0,0,0,1,7.58765,3.044523,1,285,1996,74,"Iraq","PUK"
,,0,,,,1,7.547913,0,1,0,0,0,0,,0,1,7.547913,0,1,286,1992,54,"India","NSCN – IM"
,,0,,,,1,7.565798,.6931472,1,0,0,0,0,,0,1,7.565798,.6931472,1,286,1993,54,"India","NSCN – IM"
,,0,,,,1,7.589088,1.098612,1,0,0,0,0,,0,1,7.589088,1.098612,1,286,1994,54,"India","NSCN – IM"
,,0,,,,1,7.65276,1.386294,1,0,0,0,0,,0,1,7.65276,1.386294,1,286,1995,54,"India","NSCN – IM"
,,0,,,,1,7.687488,1.609438,1,0,0,0,0,,0,1,7.687488,1.609438,1,286,1996,54,"India","NSCN – IM"
,,0,,,,1,7.716234,1.791759,1,0,0,0,0,,0,1,7.716234,1.791759,1,286,1997,54,"India","NSCN – IM"
2,0,0,0,0,0,1,7.879992,2.197225,1,3,0,0,0,,0,1,7.879992,2.197225,1,286,2000,54,"India","NSCN – IM"
1,1,1,1,0,0,0,6.822034,0,1,1,1,0,0,0,0,0,6.822034,0,1,287,2002,222,"Central African Republic","Forces of Francois Bozize"
,,0,,,,0,8.432341,0,1,0,0,0,0,0,0,0,8.432341,0,1,289,1992,185,"Georgia","Zviadists"
0,0,0,0,0,0,0,7.921739,.6931472,1,2,0,0,0,0,0,0,7.921739,.6931472,1,289,1993,185,"Georgia","Zviadists"
3,0,0,0,0,0,1,8.899486,0,1,4,0,0,0,1,0,1,8.899486,0,1,291,1992,195,"Croatia","Serbian irregulars"
,,0,,,,1,6.979443,0,1,0,0,1,0,1,0,1,6.979443,0,1,292,1992,194,"Bosnia-Herzegovina","Serbian Republic of Bosnia and Herzegovina"
,,0,,,,1,6.740579,.6931472,1,0,0,1,0,1,0,1,6.740579,.6931472,1,292,1993,194,"Bosnia-Herzegovina","Serbian Republic of Bosnia and Herzegovina"
,,0,,,,1,6.899199,1.098612,1,0,0,1,0,0,0,1,6.899199,1.098612,1,292,1994,194,"Bosnia-Herzegovina","Serbian Republic of Bosnia and Herzegovina"
2,0,1,0,1,0,1,7.411852,1.386294,1,3,0,1,0,0,0,1,7.411852,1.386294,1,292,1995,194,"Bosnia-Herzegovina","Serbian Republic of Bosnia and Herzegovina"
,,0,,,,1,6.740579,0,1,0,0,1,0,1,0,1,6.740579,0,1,293,1993,203,"Bosnia-Herzegovina","Croatian Republic of Bosnia and Herzegovina"
2,0,1,0,0,0,1,6.899199,.6931472,1,3,0,1,0,0,0,1,6.899199,.6931472,1,293,1994,203,"Bosnia-Herzegovina","Croatian Republic of Bosnia and Herzegovina"
,,0,,,,1,6.740579,0,1,0,0,0,0,0,0,1,6.740579,0,1,294,1993,202,"Bosnia-Herzegovina","Autonomous Province of Western Bosnia"
,,0,,,,1,6.899199,.6931472,1,0,0,0,0,0,0,1,6.899199,.6931472,1,294,1994,202,"Bosnia-Herzegovina","Autonomous Province of Western Bosnia"
3,0,0,0,0,0,1,7.411852,1.098612,1,4,0,0,0,0,0,1,7.411852,1.098612,1,294,1995,202,"Bosnia-Herzegovina","Autonomous Province of Western Bosnia"
,,0,,,,1,7.85487,0,1,0,0,0,0,0,0,1,7.85487,0,1,295,1998,218,"Serbia (Yugoslavia)","UCK"
2,0,0,0,1,0,1,7.560148,.6931472,1,3,0,0,0,1,0,1,7.560148,.6931472,1,295,1999,218,"Serbia (Yugoslavia)","UCK"
,,0,,,,1,7.548746,0,1,0,0,0,0,0,0,1,7.548746,0,1,296,1990,170,"India","ULFA"
,,0,,,,1,7.531236,.6931472,1,0,0,0,0,0,0,1,7.531236,.6931472,1,296,1991,170,"India","ULFA"
,,0,,,,1,7.589088,1.098612,1,0,0,0,0,0,0,1,7.589088,1.098612,1,296,1992,170,"India","ULFA"
,,0,,,,1,7.65276,1.386294,1,0,0,0,0,0,0,1,7.65276,1.386294,1,296,1993,170,"India","ULFA"
,,0,,,,1,7.687488,1.609438,1,0,0,0,0,0,0,1,7.687488,1.609438,1,296,1994,170,"India","ULFA"
,,0,,,,1,7.716234,1.791759,1,0,0,0,0,0,0,1,7.716234,1.791759,1,296,1995,170,"India","ULFA"
,,0,,,,1,7.769704,1.94591,1,0,0,0,0,0,0,1,7.769704,1.94591,1,296,1996,170,"India","ULFA"
,,0,,,,1,7.860563,2.079442,1,0,0,0,0,0,0,1,7.860563,2.079442,1,296,1997,170,"India","ULFA"
,,0,,,,1,7.879992,2.197225,1,0,0,0,0,0,0,1,7.879992,2.197225,1,296,1998,170,"India","ULFA"
,,0,,,,1,7.909963,2.302585,1,0,0,0,0,0,0,1,7.909963,2.302585,1,296,1999,170,"India","ULFA"
,,0,,,,1,7.954039,2.397895,1,0,0,0,0,0,0,1,7.954039,2.397895,1,296,2000,170,"India","ULFA"
,,0,,,,1,8.003052,2.484907,1,0,0,0,0,0,0,1,8.003052,2.484907,1,296,2001,170,"India","ULFA"
,,0,,,,1,8.003052,2.564949,1,0,0,0,0,0,0,1,8.003052,2.564949,1,296,2002,170,"India","ULFA"
,,0,,,,1,,2.639057,1,0,0,0,0,0,0,1,,2.639057,1,296,2003,170,"India","ULFA"
,,0,,,,1,,2.70805,1,0,0,0,0,0,0,1,,2.70805,1,296,2004,170,"India","ULFA"
,,0,,,,1,,2.772589,1,0,0,0,0,0,0,1,,2.772589,1,296,2005,170,"India","ULFA"
,,0,,,,1,,2.833213,1,0,0,0,0,0,0,1,,2.833213,1,296,2006,170,"India","ULFA"
,,0,,,,1,,2.944439,1,0,,0,,,0,1,,2.944439,1,296,2008,170,"India","ULFA"
0,0,0,0,0,0,1,,2.995732,1,2,0,0,0,0,0,1,,2.995732,1,296,2009,170,"India","ULFA"
2,0,0,0,0,0,1,8.432341,0,1,3,0,0,0,0,0,1,8.432341,0,1,297,1992,198,"Georgia","Republic of South Ossetia"
0,0,0,0,0,0,1,8.667279,0,1,2,0,0,0,0,0,1,8.667279,0,1,297,2004,198,"Georgia","Republic of South Ossetia"
2,0,0,0,1,0,1,,0,1,3,0,0,0,1,0,1,,0,1,297,2008,198,"Georgia","Republic of South Ossetia"
,,0,,,,0,7.675156,0,0,0,0,0,0,0,0,0,7.675156,0,0,298,1982,62,"Iraq","SCIRI"
,,0,,,,0,7.929609,.6931472,0,0,0,0,0,0,0,0,7.929609,.6931472,0,298,1983,62,"Iraq","SCIRI"
,,0,,,,0,7.863502,1.098612,0,0,0,0,0,0,0,0,7.863502,1.098612,0,298,1984,62,"Iraq","SCIRI"
0,0,0,0,0,0,0,8.008066,1.791759,0,2,0,0,0,0,0,0,8.008066,1.791759,0,298,1987,62,"Iraq","SCIRI"
,,0,,,,0,7.412583,2.302585,1,0,0,0,0,0,,0,7.412583,2.302585,1,298,1991,62,"Iraq","SCIRI"
,,0,,,,0,7.202594,2.397895,1,0,0,0,0,0,,0,7.202594,2.397895,1,298,1992,62,"Iraq","SCIRI"
,,0,,,,0,7.049411,2.484907,1,0,0,0,0,0,,0,7.049411,2.484907,1,298,1993,62,"Iraq","SCIRI"
,,0,,,,0,7.412287,2.564949,1,0,0,0,0,0,,0,7.412287,2.564949,1,298,1994,62,"Iraq","SCIRI"
,,0,,,,0,6.832385,2.639057,1,0,0,0,0,0,,0,6.832385,2.639057,1,298,1995,62,"Iraq","SCIRI"
0,0,0,0,0,0,0,7.58765,1.791759,1,2,0,0,0,0,0,0,7.58765,1.791759,1,298,1996,62,"Iraq","SCIRI"
0,0,0,0,0,0,0,8.84627,0,1,2,0,0,0,0,0,0,8.84627,0,1,299,1996,205,"Mexico","EPR"
,,0,,,,1,6.979443,0,1,0,0,0,0,1,0,1,6.979443,0,1,300,1992,194,"Bosnia-Herzegovina","Serbian irregulars"
